QTY,CustomerName,JobOrder,Name,DESC,LENGTH,WIDTH,THICK,WoodType,Grain,LabelImage,ProgramName,RotationStep,ProgramParameters,AdditionalMargin,Priority,OverProduction
2,biesse,bNest,ADA ENDs,RECT_Param,841.38,447.67,19.05,R_W_O,0,ADA ENDs,RECTparamCLEAF.bSolid,0,0,0,0,0
1,biesse,bNest,Back,RECT_Param,758.82,954.09,19.05,R_W_O,0,Back,RECTparamCLEAF.bSolid,0,0,0,0,0
1,biesse,bNest,ADA BACK,RECT_Param,841.38,954.09,19.05,R_W_O,0,ADA BACK,RECTparamCLEAF.bSolid,0,0,0,0,0
5,biesse,bNest,T&B and Adj. Shelf,RECT_Param,915.99,447.67,19.05,R_W_O,0,T&B and Adj. Shelf,RECTparamCLEAF.bSolid,0,0,0,0,0
1,biesse,bNest,Non-ADA LF. FRT. Toekick,RECT_Param,514.35,101.6,19.05,R_W_O,0,Non-ADA LF. FRT. Toekick,RECTparamCLEAF.bSolid,0,0,0,0,0
1,biesse,bNest,Non-ADA RT. FRT. Toekick,RECT_Param,474.66,101.6,19.05,R_W_O,0,Non-ADA RT. FRT. Toekick,RECTparamCLEAF.bSolid,0,0,0,0,0
2,biesse,bNest,ADA Toekick FRT.,RECT_Param,473.07,76.2,19.05,R_W_O,0,ADA Toekick FRT.,RECTparamCLEAF.bSolid,0,0,0,0,0
1,biesse,bNest,ADA STUB Toekick FRT.,RECT_Param,50.8,101.6,19.05,R_W_O,0,ADA STUB Toekick FRT.,RECTparamCLEAF.bSolid,0,0,0,0,0
2,biesse,bNest,Toekick Frt & Bak,RECT_Param,954.09,101.6,19.05,R_W_O,0,Toekick Frt & Bak,RECTparamCLEAF.bSolid,0,0,0,0,0
2,biesse,bNest,Toekick JACKS,RECT_Param,361.95,101.6,19.05,R_W_O,0,Toekick JACKS,RECTparamCLEAF.bSolid,0,0,0,0,0
1,biesse,bNest,FILLER SUPPORT,RECT_Param,758.82,155.57,19.05,R_W_O,0,FILLER SUPPORT,RECTparamCLEAF.bSolid,0,0,0,0,0
1,biesse,bNest,ADA FILLER SUPPORT,RECT_Param,841.38,155.57,19.05,R_W_O,0,ADA FILLER SUPPORT,RECTparamCLEAF.bSolid,0,0,0,0,0
